O75113	N4BP1	NEDD4-binding protein 1	9683	Brain, Uterus, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75116	ROCK2	Rho-associated protein kinase 2	9475	Brain, Brain, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75121	MFAP3L	Microfibrillar-associated protein 3-like	9848	Testis, Testis, Brain, Hippocampus, Testis
O75131	CPNE3	Copine-3	8895	Brain, Trachea, Brain, Skin, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75132	ZBED4	Zinc finger BED domain-containing protein 4	9889	Brain, Cervix carcinoma, Erythroleukemia
O75152	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	9877	Brain, Fetal kidney, Retina, Kidney, Placenta, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75157	TSC22D2	TSC22 domain family protein 2	9819	Brain, Brain, Cervix carcinoma, Liver
O75159	SOCS5	Suppressor of cytokine signaling 5	9655	Placenta, Brain, Testis, Thalamus, Brain
O75165	DNAJC13	DnaJ homolog subfamily C member 13	23317	Brain, Aortic endothelium, Cervix, Placenta, Uterus, Brain
O75175	CNOT3	CCR4-NOT transcription complex subunit 3	4849	Brain, Brain, Testis, Cervix carcinoma, Cervix carcinoma, Liver
O75177	SS18L1	Calcium-responsive transactivator	26039	Brain, Small intestine, Brain, Synovium, Lymph, Testis
O75182	SIN3B	Paired amphipathic helix protein Sin3b	23309	Brain, Duodenum, Lung, Lymph, Skin, Cervix carcinoma, Cervix carcinoma, Adipocyte
O75204	TMEM127	Transmembrane protein 127	55654	Ovary, Testis, Cervix carcinoma
O75319	DUSP11	RNA/RNP complex-1-interacting phosphatase	8446	Cerebellum, Muscle
O75323	NIPSNAP2	Protein NipSnap homolog 2	2631	Small intestine, Colon, Lung
O75324	SNN	Stannin	8303	Brain, Endothelial cell, Amygdala, Brain, Testis
O75326	SEMA7A	Semaphorin-7A	8482	Placenta, Peripheral blood, Brain cortex
O75348	ATP6V1G1	V-type proton ATPase subunit G 1	9550	Umbilical cord blood, Skeletal muscle, Melanoma
O75351	VPS4B	Vacuolar protein sorting-associated protein 4B	9525	Skin, Umbilical cord blood, Testis, Cervix carcinoma, Embryonic kidney, Platelet, Cervix carcinoma, Liver, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75362	ZNF217	Zinc finger protein 217	7764	Colon, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
O75368	SH3BGRL	SH3 domain-binding glutamic acid-rich-like protein	6451	Brain, Kidney, Bone marrow, PNS
O75376	NCOR1	Nuclear receptor corepressor 1	9611	Fetal brain, Brain, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75379	VAMP4	Vesicle-associated membrane protein 4	8674	B-cell, Bone marrow, Urinary bladder, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75390	CS	Citrate synthase, mitochondrial	1431	Heart, Rectum tumor, Brain, Lymph, Prostate, Adipocyte, Liver
O75400	PRPF40A	Pre-mRNA-processing factor 40 homolog A	55660	Smooth muscle, Frontal cortex, Lymphoma, Placenta, Umbilical cord blood, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
O75410	TACC1	Transforming acidic coiled-coil-containing protein 1	6867	Testis, Brain, Brain, Gastric adenocarcinoma, Stomach cancer, Brain, Fetal brain, Skeletal muscle, Cervix carcinoma, Embryonic kidney, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75414	NME6	Nucleoside diphosphate kinase 6	10201	Liver, Brain, Coronary artery, Lymph
O75420	GIGYF1	GRB10-interacting GYF protein 1	64599	Placenta, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75436	VPS26A	Vacuolar protein sorting-associated protein 26A	9559	Colon, Umbilical cord blood, Tongue, Brain, Embryonic testis carcinoma, Cervix carcinoma, Cervix carcinoma, Liver
O75437	ZNF254	Zinc finger protein 254	9534	Umbilical cord blood, Testis
O75444	MAF	Transcription factor Maf	4094	Placenta
O75474	FRAT2	GSK-3-binding protein FRAT2	23401	Fetal lung, Placenta
O75475	PSIP1	PC4 and SFRS1-interacting protein	11168	Cervix carcinoma, Lens, Leukemia, Testis, Uterus, Cervix carcinoma, Embryonic kidney, T-cell, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75478	TADA2A	Transcriptional adapter 2-alpha	6871	Testis, Dendritic cell, Eye, Muscle, Erythroleukemia
O75489	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	4722	Pituitary, Amygdala, Cerebellum, Skin, Leukemic T-cell, Brain, Cajal-Retzius cell, Liver
O75494	SRSF10	Serine/arginine-rich splicing factor 10	10772	Leukemia, Thalamus, Muscle, Placenta, Uterus, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75496	GMNN	Geminin	51053	Embryo, Lung, Urinary bladder, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
O75506	HSBP1	Heat shock factor-binding protein 1	3281	Fetal brain, Muscle, Lymphoblast, Cervix carcinoma
O75525	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	10656	Retina, Testis, Brain, Skin, Fetal brain, Brain, Testis
O75529	TAF5L	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L	27097	Eye, Brain
O75534	CSDE1	Cold shock domain-containing protein E1	7812	Pituitary, Brain, Thalamus, Liver, Cervix, Brain, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
O75582	RPS6KA5	Ribosomal protein S6 kinase alpha-5	9252	Pancreas, Placenta, Caudate nucleus, Placenta, Leukemic T-cell, Cervix carcinoma
O75608	LYPLA1	Acyl-protein thioesterase 1	10434	Testis, Umbilical cord blood, Bone marrow, Eye, Brain
O75626	PRDM1	PR domain zinc finger protein 1	639	
O75629	CREG1	Protein CREG1	8804	Tongue, Lymph, Placenta, Liver
O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	23020	Cerebellum, Placenta, Brain, Fetal brain, Placenta, Skin, Cervix carcinoma, T-cell, Cervix carcinoma, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75688	PPM1B	Protein phosphatase 1B	5495	Liver, Adrenal gland, Stomach, Brain, Urinary bladder, Liver
O75694	NUP155	Nuclear pore complex protein Nup155	9631	Testis, Brain, Testis, Testis, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O75695	RP2	Protein XRP2	6102	Brain, Eye, Uterus, Cervix carcinoma
O75716	STK16	Serine/threonine-protein kinase 16	8576	Dendritic cell, Blood, Brain, Thymus, Colon, Lymph
O75787	ATP6AP2	Renin receptor	10159	Mesangial cell, Cervix carcinoma, Aorta, Hypothalamus, Brain cortex, Teratocarcinoma, Brain, Prostate, Liver, Brain
O75808	CAPN15	Calpain-15	6650	Hippocampus, Embryonic stem cell, Lung, Placenta, Cervix carcinoma, Erythroleukemia
O75844	ZMPSTE24	CAAX prenyl protease 1 homolog	10269	Brain, B-cell, Fetal brain, Ovary, Testis, Cervix carcinoma
O75845	SC5D	Lathosterol oxidase	6309	B-cell, Liver, Brain, Kidney, Lung
O75879	GATB	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	5188	Umbilical cord blood, Kidney, Periodontal ligament
O75884	RBBP9	Putative hydrolase RBBP9	10741	Fetal brain, Lymph node, Skin, Liver
O75886	STAM2	Signal transducing adapter molecule 2	10254	Fetal brain, Brain, Testis, Trachea, Brain, Leukemic T-cell, Liver
O75896	TUSC2	Tumor suppressor candidate 2	11334	Subthalamic nucleus, Placenta, Leukemic T-cell, Liver
O75915	ARL6IP5	PRA1 family protein 3	10550	Neuroblastoma, Hair follicle dermal papilla, Adrenal gland, Umbilical cord blood, Lung fibroblast, Spleen, Bone marrow, Brain, Platelet, Platelet, Liver
O75940	SMNDC1	Survival of motor neuron-related-splicing factor 30	10285	Testis, Brain, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
O75955	FLOT1	Flotillin-1	10211	Lung, Umbilical cord blood, Stomach, Lung, Adrenal gland, Melanoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
O75962	TRIO	Triple functional domain protein	7204	Brain, Kidney, Lymph, Fibroblast, Brain, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma
O75971	SNAPC5	snRNA-activating protein complex subunit 5	10302	Spleen, Urinary bladder, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma
O75976	CPD	Carboxypeptidase D	1362	Fetal liver, Fetal brain, Placenta, Testis, Testis, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
O76031	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	10845	Skeletal muscle, Testis, Brain, Testis, Cervix carcinoma, Leukemic T-cell, Erythroleukemia, Liver
O76094	SRP72	Signal recognition particle subunit SRP72	6731	Esophageal carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
O94768	STK17B	Serine/threonine-protein kinase 17B	9262	Liver, Placenta, B-cell, Leukemic T-cell
O94822	LTN1	E3 ubiquitin-protein ligase listerin	26046	Brain, Bone marrow, Placenta, Umbilical cord blood, Testis
O94842	TOX4	TOX high mobility group box family member 4	9878	Brain, Brain, Lung, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
O94874	UFL1	E3 UFM1-protein ligase 1	23376	Brain, Substantia nigra, Kidney, Testis, Cervix carcinoma, Liver, Cervix carcinoma, Erythroleukemia, Liver
O94876	TMCC1	Transmembrane and coiled-coil domains protein 1	23023	Brain, Urinary bladder, Skin, Endometrial tumor, Brain, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
O94880	PHF14	PHD finger protein 14	9678	Brain, Hippocampus, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O94888	UBXN7	UBX domain-containing protein 7	26043	Brain, Heart, Testis, Cervix carcinoma, Embryonic kidney, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
O94889	KLHL18	Kelch-like protein 18	23276	Colon adenocarcinoma, Brain, Retina, Melanoma, Brain
O94898	LRIG2	Leucine-rich repeats and immunoglobulin-like domains protein 2	9860	Brain, Brain
O94905	ERLIN2	Erlin-2	11160	Lymph node, Brain, Fetal brain, Duodenum, Prostate, Testis, Liver
O94913	PCF11	Pre-mRNA cleavage complex 2 protein Pcf11	51585	Brain, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
O94916	NFAT5	Nuclear factor of activated T-cells 5	10725	Brain, Brain, Brain, Brain, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O94921	CDK14	Cyclin-dependent kinase 14	5218	Cervix carcinoma, Brain, Brain, Brain, Testis, Cervix carcinoma, Cervix carcinoma, Liver
O94925	GLS	Glutaminase kidney isoform, mitochondrial	2744	Placenta, Brain, Brain, Brain, Brain, Colon carcinoma, Liver
O94927	HAUS5	HAUS augmin-like complex subunit 5	23354	Brain, Brain, Colon carcinoma, Leukocyte, Erythroleukemia
O94952	FBXO21	F-box only protein 21	23014	Brain, Testis, Testis
O94953	KDM4B	Lysine-specific demethylase 4B	23030	Brain, Testis, Testis, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
O94955	RHOBTB3	Rho-related BTB domain-containing protein 3	22836	Brain, Hippocampus, Brain, Muscle
O94979	SEC31A	Protein transport protein Sec31A	22872	Pancreas, Spleen, Brain, Hippocampus, Testis, Uterine endothelium, Uterus, Brain, PNS, Placenta, Blood, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O94985	CLSTN1	Calsyntenin-1	22883	Brain, Brain, Brain, Hippocampus
O95025	SEMA3D	Semaphorin-3D	223117	Testis
O95059	RPP14	Ribonuclease P protein subunit p14	11102	Liver, Spleen, Kidney, Mammary gland, Skin
O95071	UBR5	E3 ubiquitin-protein ligase UBR5	51366	Heart, Placenta, Fetal brain, Brain, Brain, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O95104	SCAF4	Splicing factor, arginine/serine-rich 15	57466	Trachea, Melanoma, Testis, Brain, Uterus, Brain, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O95125	ZNF202	Zinc finger protein 202	7753	Testis, Brain, Mammary cancer, Cervix carcinoma, Erythroleukemia
O95140	MFN2	Mitofusin-2	9927	Bone marrow, Brain, Pancreas, Testis
O95147	DUSP14	Dual specificity protein phosphatase 14	11072	Lung, Cervix carcinoma
O95164	UBL3	Ubiquitin-like protein 3	5412	Testis, Corpus callosum, Tongue, Brain
O95178	NDUFB2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	4708	Umbilical cord blood, Lung, Leukemic T-cell
O95182	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	4701	Umbilical cord blood, Lung, Liver
O95190	OAZ2	Ornithine decarboxylase antizyme 2	4947	
O95199	RCBTB2	RCC1 and BTB domain-containing protein 2	1102	Testis, Brain
O95202	LETM1	Mitochondrial proton/calcium exchanger protein	3954	Cerebellum, Thymus, Testis, Brain, Skin, Liver
O95214	LEPROTL1	Leptin receptor overlapping transcript-like 1	23484	Fetal brain, Placenta, Eye
O95218	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	9406	Fetal brain, Uterus, Brain, Liver, Skin, Cervix carcinoma, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O95260	ATE1	Arginyl-tRNA--protein transferase 1	11101	Testis, Embryonic kidney, Embryonic kidney, Cervix carcinoma, Erythroleukemia
O95271	TNKS	Poly [ADP-ribose] polymerase tankyrase-1	8658	Testis, Testis
O95299	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	4705	Placenta, Liver
O95319	CELF2	CUGBP Elav-like family member 2	10659	Brain, Brain, Heart, Synovium, Brain
O95347	SMC2	Structural maintenance of chromosomes protein 2	10592	Teratocarcinoma, Lymph node, Brain, Fetal liver
O95372	LYPLA2	Acyl-protein thioesterase 2	11313	Testis, Colon, Placenta
O95373	IPO7	Importin-7	10527	Uterus, Platelet, Blood, Testis, Cervix carcinoma, Cervix carcinoma, Liver
O95396	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3	27304	Uterus
O95400	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	10421	Testis, Lung, Brain, Cervix carcinoma, Embryonic kidney, T-cell, Cervix carcinoma, Liver, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O95402	MED26	Mediator of RNA polymerase II transcription subunit 26	9441	Uterus, Cervix carcinoma, Erythroleukemia
O95405	ZFYVE9	Zinc finger FYVE domain-containing protein 9	9372	Fetal brain, Testis, Cervix carcinoma, Erythroleukemia, Liver
O95406	CNIH1	Protein cornichon homolog 1	10175	Carcinoma, Umbilical cord blood, Pancreas
O95409	ZIC2	Zinc finger protein ZIC 2	7546	Brain
O95424	DEXI	Dexamethasone-induced protein	28955	Lung, Brain cortex, Colon, Kidney, PNS
O95427	PIGN	GPI ethanolamine phosphate transferase 1	23556	Testis, Testis
O95467	GNAS	Neuroendocrine secretory protein 55	2778	Tongue
O95478	NSA2	Ribosome biogenesis protein NSA2 homolog	10412	Skeletal muscle, Urinary bladder, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma
O95486	SEC24A	Protein transport protein Sec24A	10802	Brain, Eye, B-cell, Liver
O95503	CBX6	Chromobox protein homolog 6	23466	Uterus, Lung, Uterus, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
O95571	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	23474	Liver, Eye, Liver
O95573	ACSL3	Long-chain-fatty-acid--CoA ligase 3	2181	Placenta, Pancreas, Cervix carcinoma, Erythroleukemia
O95619	YEATS4	YEATS domain-containing protein 4	8089	
O95625	ZBTB11	Zinc finger and BTB domain-containing protein 11	27107	Trachea, Cervix carcinoma
O95628	CNOT4	CCR4-NOT transcription complex subunit 4	4850	Mammary gland, Placenta, Testis, Embryonic kidney, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Colon carcinoma
O95630	STAMBP	STAM-binding protein	10617	Peripheral blood lymphocyte, Brain, Eye, Lymph, Cervix carcinoma, Erythroleukemia, Liver
O95674	CDS2	Phosphatidate cytidylyltransferase 2	8760	Brain, Retina, Cervix carcinoma, Platelet, Cervix carcinoma, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O95677	EYA4	Eyes absent homolog 4	2070	Lens epithelium, Skeletal muscle, Testis, Brain, Cervix carcinoma, Cervix carcinoma
O95684	FGFR1OP	FGFR1 oncogene partner	11116	Brain, Testis, Brain, Muscle, Lymphoblast, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
O95747	OXSR1	Serine/threonine-protein kinase OSR1	9943	Skeletal muscle, Brain, Brain, Cervix carcinoma, Embryonic kidney, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O95749	GGPS1	Geranylgeranyl pyrophosphate synthase	9453	Fetal heart, Testis, Pituitary, Liver, Spleen, Kidney, Testis
O95751	LDOC1	Protein LDOC1	23641	Fetal brain, Brain
O95772	STARD3NL	STARD3 N-terminal-like protein	83930	Fetal brain, Colon, Brain, Kidney, Platelet, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O95789	ZMYM6	Zinc finger MYM-type protein 6	9204	Brain, Melanoma, Brain, Testis, Erythroleukemia
O95793	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	6780	CNS, Kidney, Brain, Trachea, Placenta, Skin, Cervix carcinoma, Erythroleukemia, Colon carcinoma
O95807	TMEM50A	Transmembrane protein 50A	23585	Brain, Pancreas, Erythroleukemia
O95816	BAG2	BAG family molecular chaperone regulator 2	9532	Uterus, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O95817	BAG3	BAG family molecular chaperone regulator 3	9531	Tongue, Testis, Brain, Lung, Placenta, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
O95835	LATS1	Serine/threonine-protein kinase LATS1	9113	Fetal brain, Endometrium, Leukemic T-cell, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
O95881	TXNDC12	Thioredoxin domain-containing protein 12	51060	Brain, Colon, Kidney, Ovary, Liver
O95905	ECD	Protein ecdysoneless homolog	11319	Brain, Testis, Signet-ring cell carcinoma, Placenta, Cervix carcinoma, Cervix carcinoma, Liver
O95926	SYF2	Pre-mRNA-splicing factor SYF2	25949	Brain, Lung
O95980	RECK	Reversion-inducing cysteine-rich protein with Kazal motifs	8434	Fibroblast, Lung
O96011	PEX11B	Peroxisomal membrane protein 11B	8799	Liver, Testis, Eye
O96019	ACTL6A	Actin-like protein 6A	86	Brain, Embryo, Placenta, Skin, Testis, Ovarian carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
O96020	CCNE2	G1/S-specific cyclin-E2	9134	Fetal lung, B-cell, Keratinocyte, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia
O96028	NSD2	Histone-lysine N-methyltransferase NSD2	7468	Myeloma, Brain, Amygdala, Ovary, Spleen, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Colon carcinoma
P00390	GSR	Glutathione reductase, mitochondrial	2936	Placenta, Lung, Erythrocyte, Erythroleukemia, Liver
P00491	PNP	Purine nucleoside phosphorylase	4860	Tongue, Ovary, Platelet, Erythroleukemia, Liver
P00505	GOT2	Aspartate aminotransferase, mitochondrial	2806	Subthalamic nucleus, Gastric mucosa, Muscle, Erythroleukemia, Liver
P00558	PGK1	Phosphoglycerate kinase 1	5230	Liver, Colon adenocarcinoma, Cerebellum, Testis, Brain, Skin, Uterus, Erythrocyte, Brain, Cajal-Retzius cell, Fetal brain cortex, Placenta, Lymphoblast, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
P00918	CA2	Carbonic anhydrase 2	760	Urinary bladder, Ovary, Liver
P01100	FOS	Proto-oncogene c-Fos	2353	Colon, Pancreas, Leukemic T-cell
P01106	MYC	Myc proto-oncogene protein	4609	Uterus, Cervix, Placenta, Testis, Promyelocytic leukemia, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
P01111	NRAS	GTPase NRas	4893	Fibrosarcoma, Lung carcinoma, Brain, Kidney, Leukemia, Bone marrow
P01116	KRAS	GTPase KRas	3845	Lung carcinoma, Colon carcinoma, Lung, Colon carcinoma, Brain, Testis, Lung carcinoma, Lung carcinoma, Pancreatic carcinoma, Lung carcinoma, Cervix carcinoma, Lung carcinoma
P01130	LDLR	Low-density lipoprotein receptor	3949	Liver, Hippocampus, Placenta, Thalamus, Brain, Lymph, Cervix carcinoma, Plasma, Liver, Liver
P01591	JCHAIN	Immunoglobulin J chain	3512	Small intestine, Tear, Bile, Plasma, Saliva, Milk, Liver
P01889	HLA-B	HLA class I histocompatibility antigen, B-7 alpha chain	3106	Blood, Subthalamic nucleus, Peripheral blood, Liver
P01903	HLA-DRA	HLA class II histocompatibility antigen, DR alpha chain	3122	Blood, Colon, B-cell, Blood, Liver, Liver
P02452	COL1A1	Collagen alpha-1(I) chain	1277	Spleen, Brain, Skin, Skin, Fetal brain cortex, Bone, Liver
P02686	MBP	Myelin basic protein	4155	Embryonic spinal cord, Embryonic spinal cord, Brain, Amygdala, Hippocampus, Subthalamic nucleus, Brain, Brain, Lung, Skin, Brain, Brain, Brain, Leukemic T-cell, Cervix carcinoma
P02778	CXCL10	C-X-C motif chemokine 10	3627	Prostate, Keratinocyte, Foreskin keratinocyte
P02786	TFRC	Transferrin receptor protein 1	7037	Placenta, Placenta, Brain, Eye, Erythroleukemia, Prostatic carcinoma, Plasma, Melanoma, Cervix carcinoma, Liver, Leukemic T-cell, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
P03198	-	DNA polymerase catalytic subunit	3783681	
P03206	-	Trans-activator protein BZLF1	3783744	
P03209	-	Replication and transcription activator	3783727	
P03230	LMP1	Latent membrane protein 1	3783750	
P04035	HMGCR	3-hydroxy-3-methylglutaryl-coenzyme A reductase	3156	Thalamus, Blood, Erythroleukemia, Liver
P04049	RAF1	RAF proto-oncogene serine/threonine-protein kinase	5894	Pancreas, Placenta, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
P04083	ANXA1	Annexin A1	301	Cervix, Lung, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
P04150	NR3C1	Glucocorticoid receptor	2908	Fibroblast, Osteosarcoma, Kidney, Uterine endothelium, Placenta, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
P04179	SOD2	Superoxide dismutase [Mn], mitochondrial	6648	Liver, Colon, Hippocampus, Testis, Tongue, Uterus, Lung, Heart, Heart, Mammary carcinoma, Liver
P04181	OAT	Ornithine aminotransferase, mitochondrial	4942	Liver, Kidney, Placenta, Brain, Brain cortex, Subthalamic nucleus, Brain cortex, Placenta, Uterus, Liver
P04406	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	2597	Liver, Lung, Placenta, Astrocytoma, Leukemia, Colon adenocarcinoma, Eye, Kidney, Lung, Lymph, Placenta, Muscle, Platelet, Prostatic carcinoma, Brain, Cajal-Retzius cell, Fetal brain cortex, Heart, Muscle, Lymphoblast, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
P04843	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	6184	Amygdala, Uterine endothelium, Cervix, Melanoma, Melanoma, Liver, Liver
P05026	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1	481	Retinal pigment epithelium, Kidney, Sperm, Liver, Leukemic T-cell, Liver
P05198	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	1965	Fibroblast, Placenta, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
P05423	POLR3D	DNA-directed RNA polymerase III subunit RPC4	661	Lung, Lymph, Cervix carcinoma, Erythroleukemia, Colon carcinoma
P05455	SSB	Lupus La protein	6741	Placenta, Skeletal muscle, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
P05771	PRKCB	Protein kinase C beta type	5579	Hippocampus, Platelet, Fetal brain, Platelet, Erythroleukemia, Liver
P06213	INSR	Insulin receptor	3643	Fetal liver, Skin fibroblast, Placenta, Placenta, Brain, Placenta, Cervix carcinoma, Liver, Leukemic T-cell, Liver
P06241	FYN	Tyrosine-protein kinase Fyn	2534	Placenta, T-cell, Blood, Tonsil, Platelet, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
P06400	RB1	Retinoblastoma-associated protein	5925	Carcinoma, Cervix, Testis, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
P06493	CDK1	Cyclin-dependent kinase 1	983	Mammary cancer, Skin, Lymphoblast, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
